ID,Name,Age,Gender,Department,Salary,Joining Date,Performance Score,Experience,Status,Location,Session
909,Sara Martinez,34,Other,HR,9951,2024-02-18,,6,Inactive,New York,Night
910,Peter Hardy,38,Other,IT,5134,2022-12-04,5.0,14,Active,Chicago,Night
911,Kimberly Moses,49,Female,IT,6502,2022-05-28,3.0,1,Active,Los Angeles,Evening
912,Larry Fritz,29,Female,Sales,4999,2021-02-25,,16,Inactive,Los Angeles,Morning
913,Courtney Lopez,59,Female,Sales,4875,2015-01-18,,6,Active,Los Angeles,Evening
914,Megan Woods,56,Other,IT,5322,2022-10-10,,6,Active,Los Angeles,Evening
915,Benjamin Brown,31,Female,HR,3340,2016-12-19,,4,Inactive,Los Angeles,Morning
916,Matthew Cole,21,Female,HR,6900,2016-09-21,,10,Active,Chicago,Morning
917,Jose Powell,50,Male,IT,6907,2024-01-09,1.0,4,Active,Los Angeles,Night
918,Erin Walker,45,Female,HR,6585,2016-02-18,,9,Inactive,Los Angeles,Evening
919,Tammy Schneider,22,Other,IT,3625,2016-10-24,4.0,14,Active,Chicago,Morning
920,Cheryl Singh,56,Other,HR,9761,2020-05-14,,6,Inactive,Los Angeles,Evening
921,Vicki Hicks,29,Male,HR,4077,2015-10-25,1.0,3,Inactive,Chicago,Evening
922,Rachel Spencer,52,Other,IT,5090,2015-12-26,,9,Active,Los Angeles,Evening
923,Joseph Murillo,39,Male,HR,9553,2018-05-30,,15,Active,Los Angeles,Morning
924,Eric Collins,34,Other,Sales,6162,2018-04-30,3.0,10,Inactive,Chicago,Night
925,Richard Martin,38,Male,Sales,6578,2023-09-13,,1,Active,Chicago,Morning
926,John Thompson,48,Male,HR,7192,2016-12-05,,4,Inactive,Chicago,Night
927,Laura Stewart,55,Female,HR,6341,2023-07-31,,13,Inactive,New York,Morning
928,Jason Reed,23,Male,IT,3405,2016-01-11,,20,Inactive,Chicago,Night
929,Christopher Taylor,62,Female,IT,4876,2019-12-11,,18,Active,Chicago,Night
930,Nathaniel Castillo DDS,45,Other,HR,5730,2016-01-10,,19,Inactive,Los Angeles,Night
931,Stephanie Rodriguez,22,Other,HR,3681,2020-04-23,3.0,16,Active,New York,Night
932,Ronald Miller,20,Male,Sales,2850,2017-10-24,2.0,18,Active,New York,Night
933,Kristin Cole,50,Male,Sales,9616,2017-02-03,2.0,13,Inactive,Los Angeles,Night
934,Jeanette Mcbride,37,Male,IT,3364,2015-12-10,2.0,8,Active,Los Angeles,Evening
935,Christopher Krause,30,Male,IT,2735,2015-11-11,,16,Active,New York,Evening
936,Ryan Vazquez,62,Female,Sales,4369,2024-12-04,,17,Active,Chicago,Morning
937,Justin Turner,65,Other,HR,8129,2016-02-29,,10,Active,New York,Night
938,Gary Mitchell,52,Female,Sales,9963,2016-09-22,5.0,20,Inactive,Los Angeles,Morning
939,Andrea Odom,60,Female,Sales,8067,2023-12-03,,8,Inactive,New York,Evening
940,Joshua Murphy,57,Female,HR,8927,2024-07-22,,17,Active,Chicago,Night
941,Raymond Smith,49,Male,IT,7068,2019-05-22,,11,Active,Chicago,Morning
942,Elizabeth Middleton,38,Other,HR,8277,2020-09-05,4.0,9,Inactive,Los Angeles,Evening
943,Logan Peterson,60,Other,IT,2300,2017-02-17,,13,Active,New York,Morning
944,Tina Ramos,35,Male,IT,7251,2020-12-15,3.0,19,Active,Los Angeles,Evening
945,Mary Armstrong,29,Female,HR,9402,2017-12-13,,1,Active,New York,Night
946,Joel Tyler,49,Male,Sales,2940,2020-05-05,5.0,8,Inactive,New York,Night
947,Alex Walker,23,Male,IT,6916,2016-10-11,,10,Inactive,Los Angeles,Morning
948,Laura White,60,Other,IT,4595,2016-07-17,,6,Inactive,New York,Night
949,Kevin Bates,62,Other,HR,7389,2021-01-03,3.0,10,Active,Los Angeles,Evening
950,Dustin Carrillo,52,Other,Sales,5770,2016-06-20,1.0,10,Inactive,Los Angeles,Morning
951,Glenn Alexander,44,Male,IT,2389,2015-04-10,,15,Inactive,Chicago,Evening
952,Kevin Pearson,43,Female,IT,5833,2021-06-28,4.0,15,Active,Chicago,Night
953,Carmen Hurley,20,Male,HR,2786,2024-10-14,1.0,15,Active,Los Angeles,Morning
954,Ruth Osborne,53,Male,HR,5616,2022-07-31,4.0,16,Active,Los Angeles,Night
955,Gregory James,42,Other,Sales,4887,2020-08-28,3.0,13,Inactive,Chicago,Night
956,Erin Kelley,49,Other,Sales,3437,2019-08-19,,18,Inactive,Los Angeles,Night
957,Debra Knox,54,Other,Sales,6091,2018-01-22,2.0,12,Active,New York,Evening
958,Stacy Rogers,34,Other,Sales,6501,2023-10-25,,13,Active,Chicago,Night
959,Morgan Coleman,51,Female,HR,6415,2022-03-20,1.0,8,Inactive,New York,Evening
960,Alex Stuart,63,Other,HR,7490,2023-03-11,,16,Active,New York,Night
961,Charlene Nelson,63,Other,Sales,4954,2021-11-22,1.0,15,Inactive,New York,Night
962,Paula Moreno,21,Female,Sales,3896,2021-03-14,,7,Active,Chicago,Night
963,Matthew Rowe,65,Female,Sales,6788,2024-01-22,4.0,6,Active,New York,Evening
964,John Jordan,35,Male,HR,3433,2020-09-06,4.0,3,Active,Chicago,Night
965,April Parsons,46,Other,IT,3132,2015-07-04,2.0,10,Inactive,Chicago,Evening
966,Edgar Herrera MD,65,Female,HR,2959,2019-06-26,,2,Active,Los Angeles,Evening
967,Andres Barnett,50,Female,HR,2736,2024-08-25,1.0,13,Active,Chicago,Evening
968,Elizabeth Miles,25,Other,IT,4977,2024-07-05,2.0,19,Inactive,Los Angeles,Evening
969,Nicholas Edwards,65,Other,Sales,8928,2020-04-05,1.0,6,Active,Chicago,Evening
970,Michael Mejia,53,Male,Sales,8260,2020-08-30,,15,Inactive,New York,Night
971,Michael Reed,50,Male,IT,5639,2015-09-07,3.0,1,Inactive,New York,Morning
972,Kelsey Fischer,22,Male,IT,9049,2016-06-21,,19,Inactive,Chicago,Night
973,James Mendoza,23,Other,Sales,6871,2016-04-11,4.0,15,Inactive,New York,Morning
974,Catherine Kelley,18,Other,IT,3388,2024-08-26,,19,Inactive,Chicago,Evening
975,Brett Myers,37,Male,IT,3288,2018-05-16,2.0,15,Inactive,Los Angeles,Night
976,Bryce Anderson,52,Female,IT,2093,2020-09-22,,14,Active,New York,Night
977,Kimberly Ross,19,Male,Sales,9331,2018-07-03,5.0,12,Active,New York,Morning
978,Larry Johnson,24,Other,Sales,5081,2020-10-30,3.0,7,Inactive,New York,Morning
979,Michael Lee,18,Female,IT,6086,2019-05-30,4.0,7,Inactive,Los Angeles,Evening
980,Crystal Espinoza,55,Female,IT,4952,2023-09-04,2.0,5,Active,Chicago,Night
981,Jeffrey Johnson,28,Male,HR,2244,2021-07-06,4.0,2,Inactive,Chicago,Night
982,Emily Anderson,31,Female,Sales,4921,2016-08-29,,19,Active,New York,Evening
983,Stephen Ponce,46,Other,Sales,8696,2022-10-14,4.0,1,Active,New York,Evening
984,David Moody,43,Male,HR,8830,2021-09-10,,19,Inactive,Chicago,Evening
985,Jeffrey Hall,41,Other,IT,8768,2018-08-27,3.0,16,Inactive,Los Angeles,Night
986,Regina Ferguson,62,Other,HR,8555,2017-04-21,1.0,14,Inactive,Los Angeles,Morning
987,Melissa Bradley,39,Female,IT,9618,2015-07-05,1.0,13,Active,New York,Morning
988,Danielle Brown,31,Female,IT,5605,2024-06-28,,1,Active,Chicago,Morning
989,Hannah Hickman,36,Female,IT,9118,2022-07-02,5.0,5,Active,New York,Night
990,Shannon Meyer,18,Other,HR,9985,2022-11-05,4.0,18,Active,Chicago,Night
991,Amy Johnston,53,Female,HR,3991,2024-09-03,4.0,8,Active,Chicago,Morning
992,William Schultz,23,Other,Sales,4311,2019-08-17,,10,Inactive,Los Angeles,Evening
993,Ashley Daniels,25,Other,Sales,5524,2022-11-24,,8,Inactive,New York,Morning
994,Brandon Bruce,31,Female,HR,3371,2018-09-25,5.0,12,Inactive,Chicago,Night
995,Rachel Phillips,22,Male,IT,3096,2018-10-27,2.0,7,Inactive,Chicago,Evening
996,Pamela Reeves,49,Female,Sales,7652,2024-06-23,4.0,3,Active,Los Angeles,Evening
997,Todd Johnson,29,Female,Sales,6754,2018-07-20,,12,Inactive,New York,Morning
998,Michael Sanchez,18,Male,Sales,5278,2023-07-05,5.0,3,Active,New York,Morning
999,Ashley Taylor,51,Female,IT,5437,2022-02-18,4.0,9,Inactive,Los Angeles,Evening
1000,Shawn Scott,45,Male,IT,7364,2022-07-31,2.0,4,Active,New York,Morning
